4/23/2021,4,28,29,30,60,25,3X
4/20/2021,6,23,43,49,52,5,3X
4/16/2021,17,27,28,50,55,25,4X
4/13/2021,10,15,19,45,68,9,4X
4/09/2021,22,26,27,58,66,12,2X
4/06/2021,1,19,20,32,42,17,3X
4/02/2021,10,42,48,53,62,19,2X
3/30/2021,11,37,47,53,56,15,3X
3/26/2021,4,25,37,46,67,15,3X
3/23/2021,12,23,35,38,55,11,2X
3/19/2021,9,14,40,58,69,8,3X
3/16/2021,10,41,46,52,69,8,2X
3/12/2021,2,24,25,31,65,18,4X
3/09/2021,4,33,46,58,65,13,2X
3/05/2021,10,11,17,27,54,20,2X
3/02/2021,4,8,13,34,64,18,2X
2/26/2021,11,15,37,62,64,5,2X
2/23/2021,5,7,9,20,57,15,3X
2/19/2021,27,32,47,50,53,4,4X
2/16/2021,1,36,44,54,66,10,3X
2/12/2021,5,14,24,25,27,14,3X
2/09/2021,7,18,21,31,40,9,4X
2/05/2021,14,17,28,29,44,2,4X
2/02/2021,13,37,38,40,67,10,2X
1/29/2021,4,44,58,59,70,3,3X
1/26/2021,29,49,56,66,67,24,3X
1/22/2021,4,26,42,50,60,24,2X
1/19/2021,10,19,26,28,50,16,2X
1/15/2021,3,11,12,38,43,15,4X
1/12/2021,12,14,26,28,33,9,2X
1/08/2021,3,6,16,18,58,11,2X
1/05/2021,20,43,51,55,57,4,2X
1/01/2021,8,24,53,68,69,7,5X
12/29/2020,1,31,35,48,62,19,3X
12/25/2020,17,23,36,69,70,19,2X
12/22/2020,29,53,56,59,67,21,2X
12/18/2020,7,15,25,51,60,5,3X
12/15/2020,1,10,18,20,46,15,2X
12/11/2020,19,31,37,55,67,25,4X
12/08/2020,15,19,33,39,68,25,3X
12/04/2020,3,19,24,44,50,8,3X
12/01/2020,7,33,53,61,65,14,2X
11/27/2020,4,10,27,35,58,10,2X
11/24/2020,9,15,34,61,64,6,2X
11/20/2020,26,33,45,61,68,17,3X
11/17/2020,8,13,35,46,68,16,3X
11/13/2020,6,7,14,28,59,7,2X
11/10/2020,23,45,53,58,62,13,5X
11/06/2020,18,24,27,34,60,2,2X
11/03/2020,7,31,44,45,55,19,3X
10/30/2020,14,19,34,39,59,11,2X
10/27/2020,6,13,34,46,62,1,3X
10/23/2020,18,34,44,60,69,22,2X
10/20/2020,46,54,57,58,66,10,3X
10/16/2020,27,32,50,52,57,12,5X
10/13/2020,11,44,45,46,70,25,2X
10/09/2020,5,11,25,27,64,13,2X
10/06/2020,15,16,18,39,59,17,3X
10/02/2020,9,38,47,49,68,25,2X
9/29/2020,14,39,43,44,67,19,3X
9/25/2020,20,36,37,48,67,16,2X
9/22/2020,36,43,44,55,68,12,4X
9/18/2020,26,29,41,52,64,11,3X
9/15/2020,25,28,38,59,62,22,4X
9/11/2020,3,15,42,48,56,13,2X
9/08/2020,7,10,15,31,57,21,2X
9/04/2020,19,22,24,28,53,25,3X
9/01/2020,15,25,26,38,47,22,4X
8/28/2020,3,9,50,53,64,1,3X
8/25/2020,8,10,15,17,57,12,3X
8/21/2020,11,15,31,42,63,14,2X
8/18/2020,4,18,26,27,58,23,4X
8/14/2020,3,24,29,42,47,13,2X
8/11/2020,8,22,29,43,56,9,4X
8/07/2020,4,44,53,64,70,3,2X
8/04/2020,2,22,30,42,62,20,3X
7/31/2020,12,35,46,48,69,23,2X
7/28/2020,17,20,27,31,34,19,4X
7/24/2020,8,33,39,54,58,17,3X
7/21/2020,14,25,26,41,43,15,3X
7/17/2020,12,13,21,46,57,21,3X
7/14/2020,6,26,55,56,64,22,4X
7/10/2020,10,15,20,49,53,22,5X
7/07/2020,16,20,25,30,43,18,3X
7/03/2020,20,40,44,45,50,24,2X
6/30/2020,9,16,29,37,53,11,2X
6/26/2020,19,33,37,56,57,6,2X
6/23/2020,6,20,37,40,48,15,3X
6/19/2020,11,34,36,52,66,7,2X
6/16/2020,21,23,33,35,42,6,3X
6/12/2020,9,14,57,67,70,2,3X
6/09/2020,1,5,9,10,23,22,2X
6/05/2020,32,35,37,47,55,22,3X
6/02/2020,9,20,23,26,29,8,3X
5/29/2020,10,13,32,41,51,3,2X
5/26/2020,34,52,58,59,62,4,3X
5/22/2020,8,10,20,44,46,18,4X
5/19/2020,8,19,25,36,66,9,2X
5/15/2020,11,17,32,33,46,25,3X
5/12/2020,7,16,27,44,52,5,5X
5/08/2020,5,20,22,61,70,4,2X
5/05/2020,7,13,17,21,45,14,2X
5/01/2020,28,30,31,35,66,14,2X
4/28/2020,13,19,53,54,63,17,3X
4/24/2020,1,27,32,60,67,18,2X
4/21/2020,13,15,24,67,70,17,2X
4/17/2020,13,35,39,46,55,14,4X
4/14/2020,29,47,65,69,70,7,4X
4/10/2020,2,11,21,57,60,13,2X
4/07/2020,25,33,43,51,68,20,2X
4/03/2020,24,38,44,57,58,17,4X
3/31/2020,8,17,51,57,70,2,4X
3/27/2020,3,25,28,50,60,1,4X
3/24/2020,2,8,16,18,31,14,2X
3/20/2020,34,35,41,45,54,5,4X
3/17/2020,20,27,28,58,59,25,3X
3/13/2020,7,22,37,43,44,22,4X
3/10/2020,6,17,48,54,69,12,5X
3/06/2020,15,48,56,58,70,4,4X
3/03/2020,8,12,33,56,64,2,2X
2/28/2020,2,3,14,41,64,17,2X
2/25/2020,2,9,43,49,63,15,2X
2/21/2020,4,7,13,16,60,6,4X
2/18/2020,6,12,39,61,70,4,3X
2/14/2020,10,32,48,54,55,18,5X
2/11/2020,4,6,32,52,64,6,2X
2/07/2020,9,14,27,36,52,4,3X
2/04/2020,32,48,50,51,64,10,2X
1/31/2020,28,31,33,57,62,19,2X
1/28/2020,17,36,47,51,62,21,3X
1/24/2020,3,4,18,23,38,24,4X
1/21/2020,16,18,29,31,37,8,3X
1/17/2020,3,25,30,54,70,9,3X
1/14/2020,9,11,13,31,47,11,2X
1/10/2020,17,27,49,51,66,2,2X
1/07/2020,25,40,41,52,56,21,4X
1/03/2020,37,41,42,53,63,16,2X
12/31/2019,30,44,49,53,56,11,3X
12/27/2019,17,34,40,63,64,24,4X
12/24/2019,27,37,48,63,66,11,2X
12/20/2019,3,20,23,35,60,16,3X
12/17/2019,22,30,53,55,56,16,2X
12/13/2019,17,21,29,39,56,22,3X
12/10/2019,18,31,46,54,61,25,2X
12/06/2019,20,31,40,46,61,20,5X
12/03/2019,23,43,60,63,69,19,2X
11/29/2019,6,8,31,50,65,9,2X
11/26/2019,8,27,29,38,43,13,2X
11/22/2019,7,12,17,49,53,24,4X
11/19/2019,22,43,44,47,66,22,3X
11/15/2019,12,19,34,35,68,20,2X
11/12/2019,19,30,44,56,65,24,2X
11/08/2019,3,4,10,39,58,14,3X
11/05/2019,2,9,24,49,54,19,3X
11/01/2019,9,20,36,41,54,22,2X
10/29/2019,4,9,17,27,39,22,2X
10/25/2019,16,24,25,52,60,6,3X
10/22/2019,5,11,14,23,25,10,4X
10/18/2019,18,58,60,65,67,20,3X
10/15/2019,4,12,14,35,70,2,2X
10/11/2019,14,22,30,37,60,8,3X
10/08/2019,5,8,10,17,48,23,3X
10/04/2019,11,38,44,48,70,17,2X
10/01/2019,10,17,39,42,59,3,2X
9/27/2019,12,20,31,43,45,20,3X
9/24/2019,6,14,24,42,46,9,4X
9/20/2019,23,24,42,48,53,22,2X
9/17/2019,12,15,30,50,65,1,4X
9/13/2019,6,16,37,59,62,5,2X
9/10/2019,34,47,48,50,55,24,2X
9/06/2019,4,11,13,19,31,10,4X
9/03/2019,13,20,27,61,62,5,2X
8/30/2019,3,9,11,34,39,10,4X
8/27/2019,8,12,23,39,43,6,2X
8/23/2019,11,15,37,54,68,21,2X
8/20/2019,8,14,25,51,63,4,3X
8/16/2019,4,14,24,26,46,14,2X
8/13/2019,7,27,31,34,51,5,3X
8/09/2019,15,53,56,59,63,1,2X
8/06/2019,11,17,31,43,55,16,2X
8/02/2019,11,20,26,48,70,19,2X
7/30/2019,10,24,28,33,38,6,3X
7/26/2019,4,6,11,43,48,11,3X
7/23/2019,1,4,23,40,45,11,2X
7/19/2019,16,18,28,33,67,14,3X
7/16/2019,8,16,31,48,52,23,3X
7/12/2019,8,25,38,56,59,7,2X
7/09/2019,12,26,40,48,64,1,2X
7/05/2019,6,38,47,57,63,12,2X
7/02/2019,3,25,37,40,55,13,2X
6/28/2019,2,35,49,53,63,1,2X
6/25/2019,24,33,45,47,61,17,3X
6/21/2019,13,30,36,48,62,18,3X
6/18/2019,12,14,22,24,48,21,2X
6/14/2019,19,40,47,57,65,6,2X
6/11/2019,20,34,39,43,57,13,3X
6/07/2019,17,19,27,40,68,2,3X
6/04/2019,25,37,46,48,68,25,2X
5/31/2019,7,8,26,65,67,4,3X
5/28/2019,9,21,34,42,50,21,2X
5/24/2019,14,41,44,56,62,10,2X
5/21/2019,10,50,55,56,58,15,5X
5/17/2019,5,17,28,32,63,11,3X
5/14/2019,11,59,66,67,68,18,4X
5/10/2019,3,16,21,61,62,19,2X
5/07/2019,3,6,34,54,63,19,3X
5/03/2019,8,16,22,66,68,11,2X
4/30/2019,24,37,41,61,70,20,3X
4/26/2019,9,17,23,30,46,10,4X
4/23/2019,7,24,30,48,67,9,4X
4/19/2019,18,25,43,44,57,25,4X
4/16/2019,11,29,34,48,54,10,2X
4/12/2019,1,24,25,40,70,4,2X
4/09/2019,11,22,34,44,58,9,2X
4/05/2019,8,22,24,38,64,21,2X
4/02/2019,33,47,58,59,64,25,3X
3/29/2019,5,14,15,62,66,3,3X
3/26/2019,4,14,22,43,58,9,3X
3/22/2019,7,36,58,60,62,10,3X
3/19/2019,10,42,53,67,68,15,3X
3/15/2019,3,29,56,62,64,4,3X
3/12/2019,10,12,16,49,57,18,4X
3/08/2019,4,9,42,62,68,7,4X
3/05/2019,15,20,32,37,52,6,3X
3/01/2019,29,33,39,60,66,21,2X
2/26/2019,10,12,14,24,60,20,3X
2/22/2019,18,24,31,34,55,4,4X
2/19/2019,17,24,34,56,65,3,2X
2/15/2019,10,38,40,43,65,12,2X
2/12/2019,15,32,39,50,65,7,3X
2/08/2019,14,24,31,42,48,13,3X
2/05/2019,3,34,36,59,66,7,2X
2/01/2019,2,37,48,66,68,11,5X
1/29/2019,10,33,53,54,62,22,2X
1/25/2019,8,16,30,38,61,10,2X
1/22/2019,4,15,37,59,64,16,5X
1/18/2019,2,43,48,62,64,24,3X
1/15/2019,29,52,58,60,62,7,2X
1/11/2019,4,5,31,62,69,20,3X
1/08/2019,13,26,29,38,64,5,5X
1/04/2019,21,29,35,54,60,15,4X
1/01/2019,34,44,57,62,70,14,4X
12/28/2018,9,10,25,37,38,21,2X
12/25/2018,2,8,42,43,50,6,3X
12/21/2018,10,13,61,62,70,5,3X
12/18/2018,13,22,32,60,69,9,3X
12/14/2018,5,22,26,43,49,23,4X
12/11/2018,4,38,39,54,59,12,2X
12/07/2018,4,10,20,33,57,13,3X
12/04/2018,28,31,41,42,50,4,3X
11/30/2018,25,28,40,43,63,19,3X
11/27/2018,12,24,37,42,57,18,4X
11/23/2018,7,10,30,33,59,23,4X
11/20/2018,10,16,31,42,66,10,3X
11/16/2018,33,36,63,68,69,16,3X
11/13/2018,34,46,57,65,69,11,3X
11/09/2018,8,14,27,57,67,5,4X
11/06/2018,28,34,37,56,69,12,2X
11/02/2018,3,23,28,46,62,16,2X
10/30/2018,20,31,39,46,49,23,2X
10/26/2018,1,28,61,62,63,5,4X
10/23/2018,5,28,62,65,70,5,3X
10/19/2018,15,23,53,65,70,7,2X
10/16/2018,3,45,49,61,69,9,5X
10/12/2018,4,24,46,61,70,7,3X
10/09/2018,20,22,39,54,60,18,3X
10/05/2018,27,28,32,41,69,12,2X
10/02/2018,2,22,29,31,34,1,3X
9/28/2018,39,45,52,56,59,15,3X
9/25/2018,8,16,32,48,61,12,2X
9/21/2018,1,2,11,52,64,9,4X
9/18/2018,31,32,43,63,68,17,2X
9/14/2018,23,30,40,43,66,13,4X
9/11/2018,15,30,51,62,67,19,2X
9/07/2018,8,10,41,54,68,10,2X
9/04/2018,2,7,25,35,44,3,3X
8/31/2018,7,18,29,32,45,17,3X
8/28/2018,3,20,33,34,41,20,3X
8/24/2018,1,6,13,18,49,8,2X
8/21/2018,14,16,19,38,57,11,3X
8/17/2018,1,31,32,47,56,3,2X
8/14/2018,11,26,44,45,46,11,2X
8/10/2018,1,3,12,22,42,6,5X
8/07/2018,2,13,15,21,62,2,5X
8/03/2018,9,28,30,54,60,2,2X
7/31/2018,12,15,35,64,69,9,2X
7/27/2018,1,32,40,49,63,20,3X
7/24/2018,1,2,4,19,29,20,3X
7/20/2018,1,14,30,44,62,1,2X
7/17/2018,40,41,61,66,67,12,5X
7/13/2018,21,22,39,59,68,2,2X
7/10/2018,1,17,28,56,70,14,3X
7/06/2018,2,10,46,50,56,16,3X
7/03/2018,13,35,45,49,68,23,2X
6/29/2018,2,32,47,49,68,23,4X
6/26/2018,17,25,29,39,60,19,2X
6/22/2018,2,6,11,27,44,20,2X
6/19/2018,11,13,28,65,70,14,3X
6/15/2018,1,11,37,47,51,6,2X
6/12/2018,1,3,5,8,70,3,2X
6/08/2018,14,30,33,44,56,13,2X
6/05/2018,22,33,41,48,52,4,2X
6/01/2018,5,24,52,62,66,17,3X
5/29/2018,2,11,55,58,67,2,3X
5/25/2018,11,14,51,64,68,25,4X
5/22/2018,16,17,21,36,48,9,3X
5/18/2018,9,26,53,64,66,11,2X
5/15/2018,21,34,44,49,61,21,2X
5/11/2018,14,38,40,53,70,22,3X
5/08/2018,8,15,39,64,67,13,2X
5/04/2018,4,5,10,12,18,21,4X
5/01/2018,2,7,20,55,70,1,4X
4/27/2018,2,29,38,63,66,11,2X
4/24/2018,3,19,31,32,48,10,3X
4/20/2018,1,15,18,32,45,4,2X
4/17/2018,12,34,44,47,65,22,4X
4/13/2018,8,9,32,42,59,10,4X
4/10/2018,5,13,31,43,53,20,2X
4/06/2018,16,33,51,54,67,20,4X
4/03/2018,4,29,39,42,62,14,2X
3/30/2018,11,28,31,46,59,1,3X
3/27/2018,7,25,43,56,59,13,3X
3/23/2018,4,8,23,53,59,17,3X
3/20/2018,14,38,51,64,70,9,3X
3/16/2018,1,13,26,33,52,11,3X
3/13/2018,6,30,58,60,61,17,5X
3/09/2018,7,17,18,46,66,22,4X
3/06/2018,1,4,26,35,39,22,5X
3/02/2018,24,28,42,60,64,8,4X
2/27/2018,10,17,21,38,43,23,3X
2/23/2018,7,11,13,19,58,9,4X
2/20/2018,17,19,23,24,43,14,3X
2/16/2018,14,38,48,53,58,16,3X
2/13/2018,5,12,15,46,49,1,4X
2/09/2018,28,34,41,46,47,14,3X
2/06/2018,14,17,25,48,58,25,3X
2/02/2018,1,4,14,17,40,4,3X
1/30/2018,29,41,42,49,57,24,3X
1/26/2018,10,16,27,38,43,1,4X
1/23/2018,2,6,30,31,55,7,4X
1/19/2018,3,17,23,49,66,23,3X
1/16/2018,3,11,23,29,59,18,3X
1/12/2018,17,18,33,46,60,24,4X
1/09/2018,16,29,31,65,67,23,3X
1/05/2018,28,30,39,59,70,10,3X
1/02/2018,1,42,47,64,70,22,4X
12/29/2017,4,10,18,28,62,7,2X
12/26/2017,10,12,20,38,41,25,4X
12/22/2017,1,20,30,33,42,16,4X
12/19/2017,28,37,39,42,58,2,3X
12/15/2017,4,12,36,44,57,19,4X
12/12/2017,8,23,24,25,27,9,2X
12/08/2017,6,37,46,60,70,24,2X
12/05/2017,14,15,37,42,67,22,4X
12/01/2017,16,22,40,41,59,8,4X
11/28/2017,10,17,47,51,61,5,2X
11/24/2017,16,36,54,61,64,22,3X
11/21/2017,3,7,22,27,50,3,3X
11/17/2017,3,26,55,58,70,15,4X
11/14/2017,1,14,21,22,28,19,3X
11/10/2017,6,23,38,42,58,24,2X
11/07/2017,1,54,60,68,69,11,4X
11/03/2017,10,22,42,61,69,3,2X
10/31/2017,6,28,31,52,53,12,4X
10/27/2017,17,27,41,51,52,13,5X
10/24/2017,20,24,34,56,64,6,4X
10/20/2017,6,23,63,66,73,9,2X
10/17/2017,31,45,49,56,70,11,5X
10/13/2017,2,7,18,26,31,12,2X
10/10/2017,7,16,24,61,62,2,5X
10/06/2017,21,33,36,45,56,12,5X
10/03/2017,12,18,19,25,67,7,5X
9/29/2017,25,51,62,73,74,7,5X
9/26/2017,1,10,57,66,75,4,4X
9/22/2017,5,39,54,63,66,15,5X
9/19/2017,9,28,31,50,61,10,2X
9/15/2017,18,24,34,38,58,3,4X
9/12/2017,26,37,41,54,65,3,4X
9/08/2017,4,5,14,26,73,14,3X
9/05/2017,11,17,59,70,72,1,3X
9/01/2017,4,13,31,50,64,12,5X
8/29/2017,2,13,17,35,73,3,3X
8/25/2017,17,38,42,51,65,11,5X
8/22/2017,24,35,46,50,51,7,4X
8/18/2017,1,31,34,40,75,6,3X
8/15/2017,7,16,20,66,73,7,2X
8/11/2017,23,33,53,56,58,6,5X
8/08/2017,11,17,50,52,74,14,2X
8/04/2017,9,17,25,63,71,4,5X
8/01/2017,20,22,52,57,73,7,5X
7/28/2017,4,6,31,49,52,11,3X
7/25/2017,2,5,26,58,60,6,3X
7/21/2017,18,31,36,50,74,10,4X
7/18/2017,8,12,23,51,73,6,4X
7/14/2017,11,12,24,32,73,1,4X
7/11/2017,7,18,24,55,74,10,2X
7/07/2017,2,9,11,28,60,10,5X
7/04/2017,16,39,47,53,71,15,4X
6/30/2017,10,38,51,55,64,6,5X
6/27/2017,4,21,45,52,57,14,4X
6/23/2017,12,20,53,66,74,11,2X
6/20/2017,2,15,41,49,63,3,3X
6/16/2017,18,22,26,30,44,9,5X
6/13/2017,27,51,62,68,75,8,3X
6/09/2017,3,16,28,33,37,9,5X
6/06/2017,3,5,16,49,75,5,3X
6/02/2017,7,42,57,69,72,10,3X
5/30/2017,5,20,32,37,67,5,5X
5/26/2017,25,26,28,37,56,5,3X
5/23/2017,6,13,17,33,60,14,2X
5/19/2017,1,4,5,24,30,1,3X
5/16/2017,4,35,39,56,72,11,5X
5/12/2017,28,34,41,42,47,13,4X
5/09/2017,6,29,45,69,73,11,5X
5/05/2017,4,23,33,47,53,7,4X
5/02/2017,5,14,42,43,58,1,4X
4/28/2017,6,13,18,20,31,13,4X
4/25/2017,3,13,33,40,50,2,4X
4/21/2017,1,12,13,32,34,10,2X
4/18/2017,8,29,30,43,64,6,3X
4/14/2017,5,10,55,60,73,12,5X
4/11/2017,19,34,35,38,49,8,5X
4/07/2017,30,33,43,47,69,15,5X
4/04/2017,13,24,34,35,55,9,5X
3/31/2017,17,24,27,32,58,10,3X
3/28/2017,30,33,35,37,46,10,5X
3/24/2017,5,28,37,61,69,1,5X
3/21/2017,4,45,53,73,75,7,3X
3/17/2017,11,27,31,58,60,10,4X
3/14/2017,16,23,28,33,59,13,3X
3/10/2017,26,38,42,58,70,5,5X
3/07/2017,3,30,45,53,68,11,3X
3/03/2017,14,26,39,48,51,9,5X
2/28/2017,20,33,45,58,69,4,2X
2/24/2017,12,29,33,42,68,14,3X
2/21/2017,9,21,30,32,75,9,5X
2/17/2017,4,56,58,67,75,8,5X
2/14/2017,7,11,33,60,68,15,5X
2/10/2017,32,39,51,62,75,14,5X
2/07/2017,23,28,37,56,71,12,5X
2/03/2017,3,6,29,30,64,3,5X
1/31/2017,3,14,27,62,72,4,3X
1/27/2017,17,37,53,54,61,8,3X
1/24/2017,8,42,54,63,67,11,4X
1/20/2017,7,9,24,41,53,14,3X
1/17/2017,20,31,54,56,59,3,5X
1/13/2017,10,44,58,74,75,11,3X
1/10/2017,11,20,40,41,59,15,5X
1/06/2017,6,10,44,47,54,6,5X
1/03/2017,14,16,23,49,53,12,2X
12/30/2016,6,21,33,39,43,2,2X
12/27/2016,2,28,30,38,39,11,4X
12/23/2016,21,30,39,60,69,15,5X
12/20/2016,1,12,14,48,65,2,5X
12/16/2016,1,8,15,36,43,6,5X
12/13/2016,2,15,26,34,41,14,5X
12/09/2016,19,27,47,67,68,1,5X
12/06/2016,13,34,48,53,63,12,4X
12/02/2016,3,33,35,49,51,1,2X
11/29/2016,22,33,49,51,59,8,4X
11/25/2016,44,47,49,69,75,10,3X
11/22/2016,1,43,45,66,69,7,5X
11/18/2016,31,32,49,55,58,15,5X
11/15/2016,9,17,23,57,71,6,3X
11/11/2016,16,40,47,53,59,11,5X
11/08/2016,46,48,53,61,74,12,4X
11/04/2016,10,29,32,44,46,10,3X
11/01/2016,19,24,31,39,45,13,2X
10/28/2016,7,38,46,57,66,2,5X
10/25/2016,8,9,24,49,67,13,3X
10/21/2016,12,43,44,48,66,3,4X
10/18/2016,7,24,28,65,74,1,2X
10/14/2016,7,27,60,64,74,5,3X
10/11/2016,36,39,42,45,48,3,2X
10/07/2016,24,37,42,50,65,14,2X
10/04/2016,18,29,30,54,66,1,5X
9/30/2016,21,30,47,50,57,9,5X
9/27/2016,14,16,26,53,72,4,4X
9/23/2016,1,5,8,25,62,14,3X
9/20/2016,2,22,34,62,72,2,5X
9/16/2016,13,21,28,34,40,15,3X
9/13/2016,6,15,17,39,56,15,3X
9/09/2016,1,34,43,44,63,11,4X
9/06/2016,25,37,58,69,75,8,3X
9/02/2016,22,28,41,46,60,3,3X
8/30/2016,28,32,41,51,71,11,4X
8/26/2016,10,11,31,41,44,14,2X
8/23/2016,2,7,46,61,66,1,2X
8/19/2016,22,37,45,65,73,13,5X
8/16/2016,2,43,52,62,63,6,5X
8/12/2016,4,41,44,56,69,10,4X
8/09/2016,12,19,20,44,66,1,5X
8/05/2016,5,18,28,54,74,6,4X
8/02/2016,3,12,36,54,70,12,5X
7/29/2016,11,16,19,31,48,4,5X
7/26/2016,1,4,31,36,54,9,3X
7/22/2016,8,24,25,26,30,7,4X
7/19/2016,3,34,54,65,66,4,5X
7/15/2016,16,51,52,56,58,4,2X
7/12/2016,6,8,22,46,68,4,4X
7/08/2016,8,19,20,55,73,5,2X
7/05/2016,29,46,53,64,73,10,5X
7/01/2016,20,41,42,45,49,14,2X
6/28/2016,15,17,20,35,55,7,2X
6/24/2016,11,14,54,57,63,11,5X
6/21/2016,6,13,21,49,50,10,5X
6/17/2016,20,23,30,44,59,9,5X
6/14/2016,36,37,38,52,62,6,5X
6/10/2016,34,61,66,67,68,7,5X
6/07/2016,25,48,51,65,72,4,4X
6/03/2016,32,54,65,66,71,10,3X
5/31/2016,9,31,34,41,49,8,5X
5/27/2016,18,41,50,68,70,9,3X
5/24/2016,11,50,51,70,75,15,4X
5/20/2016,19,24,26,40,68,8,2X
5/17/2016,17,24,27,48,75,6,3X
5/13/2016,20,21,38,54,66,7,4X
5/10/2016,12,22,46,56,74,4,3X
5/06/2016,14,26,27,32,36,7,4X
5/03/2016,28,29,33,36,45,15,5X
4/29/2016,5,6,37,55,74,10,5X
4/26/2016,14,16,17,28,48,2,2X
4/22/2016,2,19,21,42,60,13,5X
4/19/2016,9,28,40,57,65,2,5X
4/15/2016,9,10,34,37,73,9,5X
4/12/2016,7,11,59,62,63,3,5X
4/08/2016,31,38,52,65,71,15,3X
4/05/2016,13,45,52,53,57,10,5X
4/01/2016,25,28,33,41,69,6,2X
3/29/2016,33,38,40,46,49,15,5X
3/25/2016,4,11,12,35,46,12,2X
3/22/2016,6,19,34,38,70,5,5X
3/18/2016,5,8,57,59,73,13,5X
3/15/2016,18,26,30,44,68,7,4X
3/11/2016,14,18,48,54,71,13,4X
3/08/2016,27,37,54,66,69,5,5X
3/04/2016,21,26,33,48,73,14,4X
3/01/2016,1,29,33,34,55,6,5X
2/26/2016,3,15,19,62,74,14,4X
2/23/2016,16,32,39,53,57,10,5X
2/19/2016,2,27,41,50,75,4,4X
2/16/2016,9,31,33,46,64,4,3X
2/12/2016,1,7,44,68,73,1,3X
2/09/2016,3,42,46,56,71,13,4X
2/05/2016,4,6,23,55,75,2,3X
2/02/2016,7,13,25,51,70,9,4X
1/29/2016,20,28,49,51,52,6,2X
1/26/2016,14,27,39,50,69,2,2X
1/22/2016,21,25,40,46,56,3,5X
1/19/2016,2,17,31,39,47,9,2X
1/15/2016,29,41,53,54,70,12,2X
1/12/2016,15,27,29,31,48,15,4X
1/08/2016,11,39,51,57,75,2,5X
1/05/2016,1,4,36,48,57,13,5X
1/01/2016,7,18,37,38,39,9,5X
12/29/2015,20,25,55,62,74,7,3X
12/25/2015,15,25,29,44,51,4,4X
12/22/2015,11,21,40,50,70,15,3X
12/18/2015,6,23,24,28,62,7,5X
12/15/2015,18,25,47,51,61,5,5X
12/11/2015,14,20,43,54,69,5,4X
12/08/2015,7,17,37,49,73,15,3X
12/04/2015,26,42,47,61,73,6,5X
12/01/2015,5,7,25,50,59,12,2X
11/27/2015,16,20,39,56,59,12,3X
11/24/2015,2,19,30,38,70,8,4X
11/20/2015,9,12,29,37,67,15,2X
11/17/2015,12,14,18,24,61,10,3X
11/13/2015,17,18,31,35,59,9,5X
11/10/2015,8,17,20,45,71,4,4X
11/06/2015,10,31,35,50,72,8,3X
11/03/2015,16,29,44,69,74,12,5X
10/30/2015,17,41,51,53,56,15,5X
10/27/2015,9,26,27,29,74,4,3X
10/23/2015,25,32,37,45,70,1,5X
10/20/2015,6,25,35,38,52,4,4X
10/16/2015,2,38,48,61,68,4,3X
10/13/2015,7,9,24,38,52,1,5X
10/09/2015,8,9,21,63,75,14,4X
10/06/2015,17,58,63,64,66,13,3X
10/02/2015,4,14,29,31,47,9,2X
9/29/2015,8,21,30,61,62,9,3X
9/25/2015,3,8,38,51,64,4,5X
9/22/2015,28,30,38,45,51,8,5X
9/18/2015,17,34,35,51,65,7,3X
